customer_id,first_name,last_name,gender,age,city,country,signup_date,customer_segment,email
70,Customer70,LN70,Female,18,Chattogram,Bangladesh,2024-09-22,Corporate,customer70@mail.com
71,Customer71,LN71,Female,53,Rajshahi,Bangladesh,2022-01-14,Consumer,customer71@mail.com
72,Customer72,LN72,Female,52,Sylhet,Bangladesh,2024-09-09,Home Office,customer72@mail.com
73,Customer73,LN73,Male,19,Rajshahi,Bangladesh,2021-06-22,Corporate,customer73@mail.com
74,Customer74,LN74,Female,57,Rajshahi,Bangladesh,2023-09-27,Home Office,customer74@mail.com
75,Customer75,LN75,Male,40,Dhaka,Bangladesh,2021-03-05,Corporate,customer75@mail.com
76,Customer76,LN76,Female,26,Dhaka,Bangladesh,2024-01-30,Consumer,customer76@mail.com
77,Customer77,LN77,Female,51,Dhaka,Bangladesh,2024-09-07,Corporate,customer77@mail.com
78,Customer78,LN78,Female,63,Khulna,Bangladesh,2023-09-02,Corporate,customer78@mail.com
79,Customer79,LN79,Male,31,Dhaka,Bangladesh,2021-03-07,Consumer,customer79@mail.com
80,Customer80,LN80,Female,21,Sylhet,Bangladesh,2022-04-03,Home Office,customer80@mail.com
81,Customer81,LN81,Male,47,Rajshahi,Bangladesh,2022-03-29,Corporate,customer81@mail.com
82,Customer82,LN82,Female,48,Sylhet,Bangladesh,2024-07-06,Corporate,customer82@mail.com
83,Customer83,LN83,Male,55,Dhaka,Bangladesh,2024-12-20,Consumer,customer83@mail.com
84,Customer84,LN84,Female,28,Khulna,Bangladesh,2023-09-06,Home Office,customer84@mail.com
85,Customer85,LN85,Male,52,Khulna,Bangladesh,2021-06-27,Home Office,customer85@mail.com
86,Customer86,LN86,Male,25,Rajshahi,Bangladesh,2021-10-07,Consumer,customer86@mail.com
87,Customer87,LN87,Female,20,Sylhet,Bangladesh,2021-12-10,Consumer,customer87@mail.com
88,Customer88,LN88,Male,31,Chattogram,Bangladesh,2023-11-07,Corporate,customer88@mail.com
89,Customer89,LN89,Female,30,Sylhet,Bangladesh,2021-10-23,Consumer,customer89@mail.com
90,Customer90,LN90,Female,62,Dhaka,Bangladesh,2021-07-21,Consumer,customer90@mail.com
91,Customer91,LN91,Female,49,Chattogram,Bangladesh,2023-08-20,Consumer,customer91@mail.com
92,Customer92,LN92,Female,51,Khulna,Bangladesh,2022-11-15,Home Office,customer92@mail.com
93,Customer93,LN93,Female,62,Rajshahi,Bangladesh,2024-05-02,Consumer,customer93@mail.com
94,Customer94,LN94,Female,36,Rajshahi,Bangladesh,2024-03-18,Corporate,customer94@mail.com
95,Customer95,LN95,Female,55,Khulna,Bangladesh,2022-01-10,Corporate,customer95@mail.com
96,Customer96,LN96,Female,33,Dhaka,Bangladesh,2021-02-04,Corporate,customer96@mail.com
97,Customer97,LN97,Female,19,Khulna,Bangladesh,2024-10-24,Consumer,customer97@mail.com
98,Customer98,LN98,Female,57,Dhaka,Bangladesh,2021-01-29,Home Office,customer98@mail.com
99,Customer99,LN99,Female,34,Chattogram,Bangladesh,2023-02-14,Consumer,customer99@mail.com
100,Customer100,LN100,Male,51,Khulna,Bangladesh,2021-08-09,Consumer,customer100@mail.com
101,Customer101,LN101,Male,59,Dhaka,Bangladesh,2021-02-22,Corporate,customer101@mail.com
102,Customer102,LN102,Female,33,Chattogram,Bangladesh,2023-03-02,Consumer,customer102@mail.com
103,Customer103,LN103,Female,55,Khulna,Bangladesh,2024-10-08,Home Office,customer103@mail.com
104,Customer104,LN104,Female,19,Rajshahi,Bangladesh,2024-11-16,Corporate,customer104@mail.com
105,Customer105,LN105,Female,19,Khulna,Bangladesh,2021-03-17,Home Office,customer105@mail.com
106,Customer106,LN106,Female,43,Sylhet,Bangladesh,2022-05-09,Home Office,customer106@mail.com
107,Customer107,LN107,Female,30,Khulna,Bangladesh,2021-04-27,Home Office,customer107@mail.com
108,Customer108,LN108,Female,64,Sylhet,Bangladesh,2021-10-07,Consumer,customer108@mail.com
109,Customer109,LN109,Female,48,Chattogram,Bangladesh,2024-04-13,Consumer,customer109@mail.com
110,Customer110,LN110,Male,51,Khulna,Bangladesh,2023-01-16,Consumer,customer110@mail.com
111,Customer111,LN111,Female,56,Chattogram,Bangladesh,2023-08-07,Consumer,customer111@mail.com
112,Customer112,LN112,Male,20,Chattogram,Bangladesh,2023-02-03,Corporate,customer112@mail.com
113,Customer113,LN113,Female,25,Dhaka,Bangladesh,2021-10-22,Consumer,customer113@mail.com
114,Customer114,LN114,Female,40,Chattogram,Bangladesh,2023-10-15,Corporate,customer114@mail.com
115,Customer115,LN115,Male,31,Chattogram,Bangladesh,2025-01-14,Home Office,customer115@mail.com
116,Customer116,LN116,Female,44,Khulna,Bangladesh,2023-11-11,Corporate,customer116@mail.com
117,Customer117,LN117,Male,46,Khulna,Bangladesh,2024-01-02,Consumer,customer117@mail.com
118,Customer118,LN118,Female,56,Rajshahi,Bangladesh,2023-04-22,Corporate,customer118@mail.com
119,Customer119,LN119,Female,56,Dhaka,Bangladesh,2023-11-26,Consumer,customer119@mail.com
120,Customer120,LN120,Male,18,Chattogram,Bangladesh,2024-06-10,Consumer,customer120@mail.com
121,Customer121,LN121,Female,34,Dhaka,Bangladesh,2022-05-12,Corporate,customer121@mail.com
122,Customer122,LN122,Male,58,Sylhet,Bangladesh,2021-07-25,Corporate,customer122@mail.com
123,Customer123,LN123,Female,47,Chattogram,Bangladesh,2022-03-02,Home Office,customer123@mail.com
124,Customer124,LN124,Male,30,Dhaka,Bangladesh,2021-02-13,Home Office,customer124@mail.com
125,Customer125,LN125,Male,38,Rajshahi,Bangladesh,2024-01-20,Home Office,customer125@mail.com
126,Customer126,LN126,Female,36,Rajshahi,Bangladesh,2025-02-02,Home Office,customer126@mail.com
127,Customer127,LN127,Female,36,Chattogram,Bangladesh,2022-08-28,Home Office,customer127@mail.com
128,Customer128,LN128,Male,42,Sylhet,Bangladesh,2025-01-30,Corporate,customer128@mail.com
129,Customer129,LN129,Female,39,Rajshahi,Bangladesh,2022-03-30,Home Office,customer129@mail.com
130,Customer130,LN130,Female,48,Rajshahi,Bangladesh,2022-08-18,Corporate,customer130@mail.com
131,Customer131,LN131,Female,34,Sylhet,Bangladesh,2024-09-18,Home Office,customer131@mail.com
132,Customer132,LN132,Male,40,Dhaka,Bangladesh,2022-05-22,Consumer,customer132@mail.com
133,Customer133,LN133,Male,49,Rajshahi,Bangladesh,2023-03-05,Home Office,customer133@mail.com
134,Customer134,LN134,Male,27,Khulna,Bangladesh,2025-02-02,Consumer,customer134@mail.com
135,Customer135,LN135,Male,27,Rajshahi,Bangladesh,2021-01-21,Corporate,customer135@mail.com
136,Customer136,LN136,Male,53,Dhaka,Bangladesh,2024-06-05,Home Office,customer136@mail.com
137,Customer137,LN137,Male,25,Dhaka,Bangladesh,2024-10-31,Corporate,customer137@mail.com
138,Customer138,LN138,Male,69,Chattogram,Bangladesh,2024-02-28,Home Office,customer138@mail.com
139,Customer139,LN139,Male,37,Khulna,Bangladesh,2022-09-12,Corporate,customer139@mail.com
140,Customer140,LN140,Male,49,Dhaka,Bangladesh,2022-02-18,Home Office,customer140@mail.com
141,Customer141,LN141,Female,67,Sylhet,Bangladesh,2023-12-31,Home Office,customer141@mail.com
142,Customer142,LN142,Male,31,Khulna,Bangladesh,2024-11-28,Consumer,customer142@mail.com
143,Customer143,LN143,Female,67,Khulna,Bangladesh,2024-11-21,Corporate,customer143@mail.com
144,Customer144,LN144,Female,45,Sylhet,Bangladesh,2021-12-03,Corporate,customer144@mail.com
145,Customer145,LN145,Female,63,Rajshahi,Bangladesh,2023-06-29,Corporate,customer145@mail.com
146,Customer146,LN146,Male,69,Sylhet,Bangladesh,2021-10-03,Corporate,customer146@mail.com
147,Customer147,LN147,Male,41,Sylhet,Bangladesh,2023-06-11,Corporate,customer147@mail.com
148,Customer148,LN148,Male,32,Rajshahi,Bangladesh,2021-01-13,Consumer,customer148@mail.com
149,Customer149,LN149,Male,39,Rajshahi,Bangladesh,2023-10-24,Home Office,customer149@mail.com
150,Customer150,LN150,Female,47,Rajshahi,Bangladesh,2023-09-05,Consumer,customer150@mail.com
151,Customer151,LN151,Male,21,Rajshahi,Bangladesh,2024-06-01,Corporate,customer151@mail.com
152,Customer152,LN152,Male,30,Rajshahi,Bangladesh,2023-09-01,Corporate,customer152@mail.com
153,Customer153,LN153,Male,40,Sylhet,Bangladesh,2021-06-24,Home Office,customer153@mail.com
154,Customer154,LN154,Male,25,Chattogram,Bangladesh,2024-11-09,Consumer,customer154@mail.com
155,Customer155,LN155,Male,35,Chattogram,Bangladesh,2021-08-29,Home Office,customer155@mail.com
156,Customer156,LN156,Female,29,Dhaka,Bangladesh,2022-07-01,Home Office,customer156@mail.com
157,Customer157,LN157,Male,48,Chattogram,Bangladesh,2021-01-14,Consumer,customer157@mail.com
158,Customer158,LN158,Female,31,Chattogram,Bangladesh,2024-05-03,Home Office,customer158@mail.com
159,Customer159,LN159,Male,51,Sylhet,Bangladesh,2024-11-21,Consumer,customer159@mail.com
160,Customer160,LN160,Female,35,Rajshahi,Bangladesh,2024-12-25,Consumer,customer160@mail.com
161,Customer161,LN161,Male,51,Rajshahi,Bangladesh,2024-08-22,Corporate,customer161@mail.com
162,Customer162,LN162,Male,28,Sylhet,Bangladesh,2024-09-19,Home Office,customer162@mail.com
163,Customer163,LN163,Female,58,Chattogram,Bangladesh,2022-12-26,Corporate,customer163@mail.com
164,Customer164,LN164,Female,29,Sylhet,Bangladesh,2024-12-04,Home Office,customer164@mail.com
165,Customer165,LN165,Female,66,Dhaka,Bangladesh,2021-01-03,Home Office,customer165@mail.com
166,Customer166,LN166,Male,32,Rajshahi,Bangladesh,2022-11-22,Corporate,customer166@mail.com
167,Customer167,LN167,Female,48,Khulna,Bangladesh,2025-01-15,Corporate,customer167@mail.com
168,Customer168,LN168,Male,66,Dhaka,Bangladesh,2023-01-17,Corporate,customer168@mail.com
169,Customer169,LN169,Male,46,Dhaka,Bangladesh,2023-02-08,Consumer,customer169@mail.com
170,Customer170,LN170,Female,43,Sylhet,Bangladesh,2023-05-22,Home Office,customer170@mail.com
171,Customer171,LN171,Female,35,Chattogram,Bangladesh,2022-05-10,Consumer,customer171@mail.com
172,Customer172,LN172,Male,49,Rajshahi,Bangladesh,2022-02-21,Home Office,customer172@mail.com
173,Customer173,LN173,Male,39,Khulna,Bangladesh,2024-11-15,Home Office,customer173@mail.com
174,Customer174,LN174,Female,55,Dhaka,Bangladesh,2024-10-28,Consumer,customer174@mail.com
175,Customer175,LN175,Female,34,Khulna,Bangladesh,2022-09-20,Consumer,customer175@mail.com
176,Customer176,LN176,Female,40,Chattogram,Bangladesh,2023-12-12,Home Office,customer176@mail.com
177,Customer177,LN177,Male,41,Chattogram,Bangladesh,2024-10-31,Corporate,customer177@mail.com
178,Customer178,LN178,Male,67,Khulna,Bangladesh,2024-11-19,Corporate,customer178@mail.com
179,Customer179,LN179,Male,25,Rajshahi,Bangladesh,2023-10-18,Corporate,customer179@mail.com
180,Customer180,LN180,Male,58,Chattogram,Bangladesh,2021-05-22,Corporate,customer180@mail.com
181,Customer181,LN181,Male,23,Khulna,Bangladesh,2024-01-15,Home Office,customer181@mail.com
182,Customer182,LN182,Male,22,Dhaka,Bangladesh,2025-01-27,Corporate,customer182@mail.com
183,Customer183,LN183,Female,61,Khulna,Bangladesh,2021-02-15,Corporate,customer183@mail.com
184,Customer184,LN184,Male,46,Khulna,Bangladesh,2023-04-24,Corporate,customer184@mail.com
185,Customer185,LN185,Male,45,Sylhet,Bangladesh,2023-10-06,Home Office,customer185@mail.com
186,Customer186,LN186,Male,28,Chattogram,Bangladesh,2024-06-15,Consumer,customer186@mail.com
187,Customer187,LN187,Female,18,Rajshahi,Bangladesh,2021-01-10,Corporate,customer187@mail.com
188,Customer188,LN188,Male,60,Rajshahi,Bangladesh,2022-10-26,Home Office,customer188@mail.com
189,Customer189,LN189,Male,36,Sylhet,Bangladesh,2022-07-27,Home Office,customer189@mail.com
190,Customer190,LN190,Female,26,Rajshahi,Bangladesh,2022-10-11,Corporate,customer190@mail.com
191,Customer191,LN191,Male,44,Khulna,Bangladesh,2023-07-02,Consumer,customer191@mail.com
192,Customer192,LN192,Male,51,Sylhet,Bangladesh,2022-10-02,Consumer,customer192@mail.com
193,Customer193,LN193,Male,61,Dhaka,Bangladesh,2022-09-08,Consumer,customer193@mail.com
194,Customer194,LN194,Male,21,Chattogram,Bangladesh,2022-11-29,Home Office,customer194@mail.com
195,Customer195,LN195,Male,53,Chattogram,Bangladesh,2023-06-28,Corporate,customer195@mail.com
196,Customer196,LN196,Female,35,Chattogram,Bangladesh,2021-06-27,Corporate,customer196@mail.com
197,Customer197,LN197,Female,32,Khulna,Bangladesh,2023-05-19,Home Office,customer197@mail.com
198,Customer198,LN198,Female,68,Dhaka,Bangladesh,2023-10-27,Corporate,customer198@mail.com
199,Customer199,LN199,Male,30,Sylhet,Bangladesh,2023-05-03,Corporate,customer199@mail.com
200,Customer200,LN200,Male,36,Sylhet,Bangladesh,2021-11-03,Consumer,customer200@mail.com
201,Customer201,LN201,Male,66,Chattogram,Bangladesh,2022-07-02,Corporate,customer201@mail.com
202,Customer202,LN202,Female,23,Dhaka,Bangladesh,2021-11-23,Corporate,customer202@mail.com
203,Customer203,LN203,Male,65,Dhaka,Bangladesh,2024-10-11,Home Office,customer203@mail.com
204,Customer204,LN204,Male,29,Dhaka,Bangladesh,2022-01-30,Home Office,customer204@mail.com
205,Customer205,LN205,Female,68,Rajshahi,Bangladesh,2021-10-27,Consumer,customer205@mail.com
206,Customer206,LN206,Male,54,Rajshahi,Bangladesh,2023-01-19,Home Office,customer206@mail.com
207,Customer207,LN207,Female,34,Chattogram,Bangladesh,2021-10-12,Consumer,customer207@mail.com
208,Customer208,LN208,Female,40,Dhaka,Bangladesh,2021-11-26,Consumer,customer208@mail.com
209,Customer209,LN209,Female,43,Dhaka,Bangladesh,2021-02-19,Corporate,customer209@mail.com
210,Customer210,LN210,Male,46,Sylhet,Bangladesh,2023-02-12,Consumer,customer210@mail.com
211,Customer211,LN211,Male,50,Sylhet,Bangladesh,2022-01-13,Corporate,customer211@mail.com
212,Customer212,LN212,Male,44,Chattogram,Bangladesh,2023-09-27,Consumer,customer212@mail.com
213,Customer213,LN213,Male,42,Dhaka,Bangladesh,2023-02-13,Home Office,customer213@mail.com
214,Customer214,LN214,Male,27,Chattogram,Bangladesh,2024-03-13,Home Office,customer214@mail.com
215,Customer215,LN215,Male,64,Sylhet,Bangladesh,2023-12-20,Home Office,customer215@mail.com
216,Customer216,LN216,Male,40,Sylhet,Bangladesh,2023-05-18,Consumer,customer216@mail.com
217,Customer217,LN217,Female,38,Rajshahi,Bangladesh,2024-01-04,Consumer,customer217@mail.com
218,Customer218,LN218,Male,38,Chattogram,Bangladesh,2021-01-03,Corporate,customer218@mail.com
219,Customer219,LN219,Female,60,Chattogram,Bangladesh,2023-01-18,Corporate,customer219@mail.com
220,Customer220,LN220,Male,30,Dhaka,Bangladesh,2025-01-11,Corporate,customer220@mail.com
221,Customer221,LN221,Male,54,Dhaka,Bangladesh,2021-10-02,Corporate,customer221@mail.com
222,Customer222,LN222,Male,50,Rajshahi,Bangladesh,2021-08-03,Consumer,customer222@mail.com
223,Customer223,LN223,Female,41,Khulna,Bangladesh,2021-11-25,Consumer,customer223@mail.com
224,Customer224,LN224,Female,61,Khulna,Bangladesh,2021-09-12,Corporate,customer224@mail.com
225,Customer225,LN225,Female,28,Khulna,Bangladesh,2024-11-11,Consumer,customer225@mail.com
226,Customer226,LN226,Female,34,Chattogram,Bangladesh,2021-05-06,Consumer,customer226@mail.com
227,Customer227,LN227,Male,21,Chattogram,Bangladesh,2023-02-06,Consumer,customer227@mail.com
228,Customer228,LN228,Female,64,Sylhet,Bangladesh,2024-09-09,Consumer,customer228@mail.com
229,Customer229,LN229,Male,42,Chattogram,Bangladesh,2024-05-12,Corporate,customer229@mail.com
230,Customer230,LN230,Male,47,Chattogram,Bangladesh,2024-04-10,Corporate,customer230@mail.com
231,Customer231,LN231,Female,26,Chattogram,Bangladesh,2021-08-05,Consumer,customer231@mail.com
232,Customer232,LN232,Female,38,Rajshahi,Bangladesh,2024-06-22,Home Office,customer232@mail.com
233,Customer233,LN233,Female,37,Chattogram,Bangladesh,2024-09-21,Corporate,customer233@mail.com
234,Customer234,LN234,Female,36,Dhaka,Bangladesh,2024-08-14,Corporate,customer234@mail.com
235,Customer235,LN235,Female,36,Dhaka,Bangladesh,2023-04-12,Home Office,customer235@mail.com
236,Customer236,LN236,Female,29,Sylhet,Bangladesh,2021-07-01,Corporate,customer236@mail.com
237,Customer237,LN237,Female,54,Rajshahi,Bangladesh,2021-11-30,Home Office,customer237@mail.com
238,Customer238,LN238,Female,59,Dhaka,Bangladesh,2022-05-26,Home Office,customer238@mail.com
239,Customer239,LN239,Male,34,Rajshahi,Bangladesh,2022-01-18,Consumer,customer239@mail.com
240,Customer240,LN240,Female,54,Rajshahi,Bangladesh,2024-05-07,Corporate,customer240@mail.com
241,Customer241,LN241,Female,65,Sylhet,Bangladesh,2021-11-28,Home Office,customer241@mail.com
242,Customer242,LN242,Male,56,Rajshahi,Bangladesh,2024-04-03,Consumer,customer242@mail.com
243,Customer243,LN243,Female,45,Chattogram,Bangladesh,2024-06-19,Corporate,customer243@mail.com
244,Customer244,LN244,Male,58,Rajshahi,Bangladesh,2023-06-19,Consumer,customer244@mail.com
245,Customer245,LN245,Male,52,Sylhet,Bangladesh,2022-10-04,Consumer,customer245@mail.com
246,Customer246,LN246,Female,64,Sylhet,Bangladesh,2024-06-04,Home Office,customer246@mail.com
247,Customer247,LN247,Male,65,Sylhet,Bangladesh,2022-09-26,Corporate,customer247@mail.com
248,Customer248,LN248,Male,35,Dhaka,Bangladesh,2022-03-27,Consumer,customer248@mail.com
249,Customer249,LN249,Male,31,Chattogram,Bangladesh,2021-07-15,Home Office,customer249@mail.com
250,Customer250,LN250,Male,52,Dhaka,Bangladesh,2024-05-12,Home Office,customer250@mail.com
251,Customer251,LN251,Female,61,Khulna,Bangladesh,2022-04-03,Consumer,customer251@mail.com
252,Customer252,LN252,Male,58,Chattogram,Bangladesh,2023-04-10,Consumer,customer252@mail.com
253,Customer253,LN253,Female,24,Rajshahi,Bangladesh,2021-09-14,Home Office,customer253@mail.com
254,Customer254,LN254,Male,58,Sylhet,Bangladesh,2024-07-19,Consumer,customer254@mail.com
255,Customer255,LN255,Male,30,Khulna,Bangladesh,2021-01-09,Consumer,customer255@mail.com
256,Customer256,LN256,Male,35,Chattogram,Bangladesh,2023-01-31,Corporate,customer256@mail.com
257,Customer257,LN257,Male,54,Dhaka,Bangladesh,2023-08-07,Home Office,customer257@mail.com
258,Customer258,LN258,Female,30,Sylhet,Bangladesh,2024-05-09,Consumer,customer258@mail.com
259,Customer259,LN259,Female,53,Dhaka,Bangladesh,2023-12-19,Home Office,customer259@mail.com
260,Customer260,LN260,Male,48,Chattogram,Bangladesh,2023-06-06,Corporate,customer260@mail.com
261,Customer261,LN261,Male,19,Chattogram,Bangladesh,2022-01-28,Home Office,customer261@mail.com
262,Customer262,LN262,Female,33,Khulna,Bangladesh,2024-02-17,Home Office,customer262@mail.com
263,Customer263,LN263,Male,26,Rajshahi,Bangladesh,2022-02-03,Home Office,customer263@mail.com
264,Customer264,LN264,Male,26,Dhaka,Bangladesh,2021-11-27,Corporate,customer264@mail.com
265,Customer265,LN265,Male,55,Khulna,Bangladesh,2024-07-14,Corporate,customer265@mail.com
266,Customer266,LN266,Female,28,Sylhet,Bangladesh,2022-04-25,Home Office,customer266@mail.com
267,Customer267,LN267,Female,39,Rajshahi,Bangladesh,2021-05-14,Home Office,customer267@mail.com
268,Customer268,LN268,Female,50,Khulna,Bangladesh,2023-07-05,Corporate,customer268@mail.com
269,Customer269,LN269,Male,53,Dhaka,Bangladesh,2023-07-24,Consumer,customer269@mail.com
270,Customer270,LN270,Male,62,Chattogram,Bangladesh,2021-12-21,Corporate,customer270@mail.com
271,Customer271,LN271,Female,40,Sylhet,Bangladesh,2022-08-07,Home Office,customer271@mail.com
272,Customer272,LN272,Female,62,Dhaka,Bangladesh,2022-09-17,Consumer,customer272@mail.com
273,Customer273,LN273,Female,62,Rajshahi,Bangladesh,2024-02-05,Consumer,customer273@mail.com
274,Customer274,LN274,Female,51,Rajshahi,Bangladesh,2021-10-17,Consumer,customer274@mail.com
275,Customer275,LN275,Male,26,Chattogram,Bangladesh,2023-04-05,Corporate,customer275@mail.com
276,Customer276,LN276,Female,41,Chattogram,Bangladesh,2022-09-21,Corporate,customer276@mail.com
277,Customer277,LN277,Male,25,Sylhet,Bangladesh,2023-10-16,Corporate,customer277@mail.com
278,Customer278,LN278,Female,24,Sylhet,Bangladesh,2022-09-24,Corporate,customer278@mail.com
